File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ReflectedClassPropertyReader.h,149,120,40,11,21,0,8,27,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ReflectedClassPropertyWriter.h,145,112,36,10,25,0,8,27,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\reflection.h,2132,1441,560,146,263,2,428,2422,19,130
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\RendererBase.h,64,27,11,0,8,0,29,140,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\RenderStatesBlock.h,81,55,44,0,18,33,8,221,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ResourceAccess.h,351,196,131,12,54,2,101,472,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ResourceImport.h,258,165,112,9,45,0,48,210,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ResourcePath.h,98,30,18,0,14,0,54,193,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Scene.h,180,114,78,1,24,16,42,333,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SceneCollision.h,403,293,197,0,63,16,47,255,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Segment2.h,52,23,9,0,12,3,17,115,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Segment3.h,51,23,9,0,11,3,17,115,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Selection3.h,158,83,48,0,26,0,49,212,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Semantic.h,63,49,4,0,6,0,8,27,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Service.h,181,77,44,1,28,0,76,328,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ShaderProgramBlock.h,55,38,13,0,9,0,8,27,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Shape3.h,207,77,29,0,20,11,110,559,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SingleCurve2.h,44,24,10,0,10,0,10,33,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SingleCurve3.h,44,24,10,0,10,0,10,33,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Singleton.h,52,33,16,2,11,0,8,27,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimation.h,211,57,37,0,12,0,142,685,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimBase.h,252,58,35,0,9,0,185,986,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimBlender.h,433,77,66,1,18,0,338,1941,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModel.h,752,431,324,4,135,0,186,1103,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelComponent.h,146,52,30,0,19,0,75,348,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkeletalAnimModelRenderer.h,137,46,27,1,18,0,73,310,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkySphere.h,129,45,26,0,19,0,65,253,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SkySphereRenderer.h,83,36,14,1,9,0,38,139,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Sphere3.h,44,22,9,0,11,1,11,47,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Sphere3Collider.h,123,39,21,0,17,3,67,259,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Sphere3Collision.h,102,23,14,0,12,1,67,346,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SphereBound.h,80,25,10,0,10,0,45,194,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SphereShape3.h,69,20,10,0,9,0,40,199,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SpriteSheet.h,234,190,133,1,35,0,9,28,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\SRTTransform.h,57,37,24,0,12,0,8,27,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Stage.h,147,116,72,0,17,1,14,37,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\State.h,38,31,17,0,7,0,0,0,0,0
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\StateMachine.h,179,142,66,28,37,0,0,0,0,0
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\TCBSpline2.h,82,56,33,0,16,0,10,38,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\TCBSpline3.h,81,55,33,0,16,0,10,38,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Tetrahedron3.h,55,24,9,0,12,1,19,106,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Texture2DBase.h,45,18,7,0,7,0,20,66,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Texture2DFile.h,238,103,68,0,31,0,104,428,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\TextureBase.h,140,36,23,0,21,0,83,457,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\TextureCubeBase.h,45,18,7,0,7,0,20,66,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\TextureCubeFile.h,239,103,68,0,32,0,104,428,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\TextureUniformsBlock.h,78,58,25,0,12,0,8,27,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\tinystr.h,306,173,100,19,58,5,75,514,22,134
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\tinyxml.h,1806,803,530,45,259,92,744,5536,23,140
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Transform.h,59,39,25,0,11,0,9,29,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Triangle2.h,42,21,7,0,10,1,11,43,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Triangle3.h,42,21,7,0,10,1,11,43,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\UniformsBlock.h,64,46,14,0,10,0,8,27,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Vector10.h,63,38,27,0,13,3,12,42,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Vector2.h,122,69,53,0,24,6,29,137,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Vector3.h,127,73,57,0,22,6,32,188,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Vector4.h,100,64,52,0,18,7,18,52,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\VehicleCollider.h,102,35,17,0,16,2,51,184,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Video.h,197,81,54,0,30,7,86,471,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\VisualEffect.h,314,246,163,4,56,0,12,41,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\ZipFile.h,32,24,15,0,8,0,0,0,0,0
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\AABB2.inl,90,70,34,13,4,0,16,35,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\AABB3.inl,89,67,34,14,5,0,17,36,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Arc2.inl,98,63,32,9,7,0,28,185,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVector2.inl,54,38,20,7,2,0,14,33,8,27
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVector3.inl,61,50,26,10,2,0,9,9,0,0
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\BVector4.inl,71,58,30,12,2,0,11,11,0,0
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Capsule3.inl,25,11,3,0,2,0,12,31,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Circle2.inl,23,9,3,0,2,0,12,31,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Circle3.inl,30,16,3,0,2,0,12,31,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Cone3.inl,40,24,7,0,3,0,13,32,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Cylinder3.inl,27,13,4,0,2,0,12,31,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\EMath.inl,441,347,246,62,47,0,47,66,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\IVector2.inl,224,178,94,28,4,0,42,66,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\IVector3.inl,250,203,110,30,3,0,44,68,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\IVector4.inl,277,228,126,32,3,0,46,70,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Line2.inl,26,12,2,0,2,0,12,31,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Line3.inl,26,12,2,0,2,0,12,31,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Lozenge3.inl,25,11,3,0,2,0,12,31,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix2.inl,666,511,286,77,74,0,81,152,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix3.inl,2102,1626,1066,177,208,1,268,1171,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Matrix4.inl,1598,1165,792,112,120,0,313,909,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Plane3.inl,95,67,31,8,8,0,20,39,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polyhedron3.inl,180,144,83,17,11,0,25,51,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Polynomial1.inl,438,362,210,64,32,1,44,82,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Quadratic2.inl,209,165,98,27,9,0,35,54,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Quadratic3.inl,290,230,147,35,13,12,47,102,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Quaternion.inl,848,644,384,89,51,2,153,667,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Ray2.inl,26,12,2,0,2,0,12,31,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Ray3.inl,26,12,2,0,2,0,12,31,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Rectangle2.inl,277,228,126,32,3,0,46,70,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Rectangle3.inl,82,61,25,5,3,0,18,37,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Segment2.inl,39,23,6,2,2,0,14,33,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Segment3.inl,35,19,6,2,2,0,14,33,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Sphere3.inl,41,25,7,1,2,0,14,33,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Tetrahedron3.inl,100,79,44,10,5,8,16,49,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Triangle2.inl,35,20,8,1,2,0,13,32,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Triangle3.inl,33,18,7,1,2,0,13,32,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Vector2.inl,439,351,190,50,13,0,75,216,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Vector3.inl,656,548,322,62,17,6,91,285,9,28
C:\EpicForceBackup\EpicForceEngine\EpicForceEngine\MagnumEngineLib\MagnumCore\Vector4.inl,328,273,147,37,5,0,50,74,9,28
